from_profile;video_id;total_video_views_paid;total_video_views_organic;total_video_10s_views;total_video_complete_views;total_video_impressions_unique;total_video_impressions_viral;total_video_impressions_fan;total_video_avg_time_watched;post_reactions_like_total;post_reactions_love_total;post_reactions_wow_total;post_reactions_haha_total;post_reactions_anger_total;post_reactions_sorry_total
1559901027613381;1004368429763534;75945;35911;42600;6345;427923;119844;278579;9290;5060;83;15;25;376;1433
1559901027613381;1814036748730066;0;15640;7397;3123;91150;3222;111588;6388;144;2;17;3;0;31
1559901027613381;2231687837077487;0;23470;8323;101;163330;20786;176525;10319;839;173;6;19;1;1
1559901027613381;240110986698439;0;16892;4556;75;119249;12852;133111;11330;235;32;2;8;5;2
1559901027613381;2379802662037682;0;23355;11529;1601;123334;5958;147326;9517;340;24;2;8;0;1
1559901027613381;254275638544131;15477;28706;22473;6970;262656;75560;186656;11360;2160;60;18;11;10;64
1559901027613381;447635768978480;0;20718;12682;455;124303;7476;107153;38594;234;34;1;9;3;0
1559901027613381;559371154481011;0;27683;17477;2704;114473;3992;136122;11277;230;7;8;27;2;0
1559901027613381;306307233251265;0;7736;4315;491;57060;940;69495;6710;68;3;5;18;3;1
1559901027613381;241591946555824;0;33608;20357;3194;154468;6268;180860;9737;263;4;11;0;2;59
1559901027613381;1917345205225771;0;51905;30901;8525;222263;21169;238360;12747;1593;161;64;51;6;5
1559901027613381;488744981592258;0;20076;10974;1786;110677;2096;132265;9168;175;7;1;8;2;5
1559901027613381;908089319384703;24796;31092;27266;4605;186431;23412;126995;15474;916;38;33;25;2;6
1559901027613381;268691970621113;0;9974;4923;770;44135;726;53886;7851;93;5;0;2;0;0
1559901027613381;263352940949686;190273;772209;729394;207317;2939558;1330294;680529;30840;29763;4078;710;270;61;36
1559901027613381;1721345281327225;0;24314;11826;1494;103764;15214;115988;7570;257;3;25;3;1;199
1559901027613381;2206102046326606;84466;100432;76754;26284;1047175;354229;491896;8570;12670;1894;114;15;5;19
1559901027613381;260208538151653;0;25942;13409;3540;173787;17940;189375;10644;507;21;15;5;4;1
1559901027613381;313827019164747;41978;30656;35760;6013;355538;70681;260371;7459;2269;76;18;20;127;165
1559901027613381;284508682344982;70799;40705;55878;9776;480487;71439;189254;9482;2943;211;16;10;5;255
1559901027613381;572737056475046;0;75838;43988;10791;331802;143234;331341;12807;2107;93;71;23;596;416
1559901027613381;304225830126561;0;44916;20225;5206;217555;41750;219957;7803;911;25;10;7;3;452
1559901027613381;227441074541047;0;40901;21047;5099;269277;41131;235209;11428;1609;160;22;10;0;0
1559901027613381;1204635979676875;42347;45857;38568;8602;332226;107123;238465;8563;1252;18;16;7;655;693
1559901027613381;296906717531673;0;27796;14314;3002;200793;41275;211185;7061;886;59;10;5;6;292
1559901027613381;232462284125079;30273;28156;26100;4491;281561;64786;185745;7938;1415;54;10;6;130;620
1559901027613381;855090551545618;26009;114072;87666;20571;486247;193674;248644;29331;4534;275;63;19;34;126
1559901027613381;861244810931398;113557;357694;339173;117808;2062671;944963;805207;40548;19486;2839;413;161;73;40
1559901027613381;231958334178046;24927;43070;33465;6539;335117;82636;308068;7349;948;57;18;456;468;21
1559901027613381;312373786006352;0;8190;3062;220;48434;324;60915;11713;52;1;1;0;0;13
1559901027613381;244794929695158;13173;16629;19380;4566;118046;4131;98478;9002;385;14;12;8;5;1
1559901027613381;249678229206933;0;11321;4528;225;57718;1610;73525;6473;99;6;0;1;0;8
1559901027613381;712181615798251;38121;21023;27158;5657;230959;23533;186357;10253;1876;119;18;26;0;4
1559901027613381;2188220928080261;61178;95189;98805;32795;485614;39218;303893;31658;1685;69;20;78;20;10
1559901027613381;2202766179993526;88926;575653;410052;101233;2947250;1452059;1036610;34557;7617;1064;131;74;8;5
1559901027613381;869671549894695;96704;466111;308497;92164;1962201;1890139;529377;16949;40958;4639;666;129;32;20
1559901027613381;2202189793392625;33931;71361;57274;7269;399475;265667;191689;19742;4458;137;72;436;512;224
1559901027613381;305845033507808;0;15088;5257;311;87487;9623;91750;6902;307;20;0;1;2;51
1559901027613381;675748019459845;32174;75057;72090;12235;491797;260804;420406;18465;3762;198;73;94;842;903
1559901027613381;2201766446760166;10222;29550;14410;1891;192287;46787;203795;6414;384;54;2;11;1;26
1559901027613381;569229820160721;6526;23740;19548;2158;100217;5853;98155;12757;337;5;8;60;6;0
1559901027613381;297425550838118;11361;15149;12242;1895;186957;12318;133366;7259;474;9;2;8;40;140
1559901027613381;2201454380124706;329780;622622;545984;170159;3271051;3313674;958022;13835;6475;133;203;267;1382;768
1559901027613381;455836694894549;0;15617;7436;503;111127;9449;133003;7054;559;99;4;2;0;1
1559901027613381;1909234742467727;10903;39767;30112;3415;181401;34301;162098;12936;713;78;57;17;2;5
1559901027613381;266953650587034;0;6108;2283;50;37466;101;47560;6147;44;3;0;1;0;0
1559901027613381;222625365084972;56382;50317;66401;9712;483197;218723;283815;9565;1614;26;97;21;1106;650
1559901027613381;514313102326708;35622;133788;106991;38245;773043;386085;422168;16034;12431;1266;150;107;13;24
1559901027613381;2108184679251953;20863;161322;127115;45932;534000;99140;286406;27096;3581;147;107;21;11;9
1559901027613381;311814379366392;42509;57484;50198;6223;486999;83916;340148;19047;3210;243;26;230;22;25
1559901027613381;1807326859316957;0;31737;12944;192;178300;29885;190554;11820;1226;357;11;23;6;5
1559901027613381;2012209152423740;56310;42892;61090;10570;277012;20933;240455;16375;1073;26;27;55;60;1
1559901027613381;664265357305349;8793;48821;42018;12224;265933;60866;251474;17511;1095;24;5;79;66;6
1559901027613381;2299738776719811;0;11452;6523;1054;53317;8216;59330;8273;178;4;12;1;84;8
1559901027613381;321295241776602;0;48793;30460;6768;209414;17409;211793;14335;1020;87;16;37;6;5
1559901027613381;299231487292428;0;25611;11087;93;175939;29431;161278;11101;1401;461;31;14;3;4
1559901027613381;2039975886052819;0;5230;1776;139;40672;437;47173;4978;103;9;0;0;0;0
1559901027613381;1902248583151949;13682;230019;155150;54666;1084299;947363;580443;9178;21045;3176;425;536;35;30
1559901027613381;2220140178265304;0;28139;12441;28;195678;91892;113418;13957;1411;289;9;10;5;2
1559901027613381;875609042621707;0;43770;17152;138;299218;105626;239531;16751;2452;1106;33;56;5;5
1559901027613381;1055302484644448;39971;50184;47280;5485;419751;66157;179557;15969;3114;353;79;24;2;0
1559901027613381;2199052010364943;50344;57888;68264;14993;601401;215749;336134;8309;1718;29;30;6;296;237
1559901027613381;1820761391372185;0;28821;18395;3245;150449;18408;158873;11371;308;19;4;86;6;3
1559901027613381;526157357842632;13642;9106;8621;1058;132960;17359;72136;6379;348;32;0;2;2;80
1559901027613381;2169387493132795;26102;112180;81435;25365;630469;251013;408726;14863;6048;585;120;60;6;20
1559901027613381;447270252428383;18422;14546;14730;3433;206409;45108;95446;15118;1595;16;3;6;31;97
1559901027613381;505231383258682;103697;235598;212224;36271;1077399;836424;579922;33701;5434;168;220;409;2389;578
1559901027613381;713472329013521;0;5435;1820;322;56875;1195;76000;3180;67;0;1;0;1;13
1559901027613381;294427004698818;0;39325;15735;44;285660;56820;208165;16476;2217;1009;23;14;17;10
1559901027613381;827920677598003;0;34642;13403;46;256180;49711;180331;13950;1693;662;13;35;10;8
1559901027613381;2197321690537975;75246;35207;50533;10965;471982;69512;299240;10621;2418;109;20;15;229;61
1559901027613381;2196914553912022;17341;7714;9867;1000;147825;2742;98083;5712;335;15;3;4;2;77
1559901027613381;2196902060579938;0;862;407;48;9495;14;9660;7154;11;0;0;0;0;2
1559901027613381;2196218953981582;21002;29623;26905;3419;229755;15707;185854;8180;447;12;24;10;16;45
1559901027613381;2196134290656715;60893;95303;101330;31648;489133;164292;434605;10604;1831;66;60;43;1671;289
1559901027613381;2196087360661408;28774;19032;18565;2808;260800;16368;178398;8246;83;3;1;1;2;47
1559901027613381;2195982837338527;19909;86631;68849;22883;388019;31336;248712;25456;1340;223;55;20;2;2
1559901027613381;2195819380688206;5876;8549;4657;302;81797;7924;78424;4530;231;26;5;0;0;3
1559901027613381;2195645530705591;0;53001;33823;11543;293866;158746;256341;13485;2436;50;58;27;853;761
1559901027613381;2195037900766354;0;18771;7391;1134;131176;62617;113276;5549;304;8;5;3;189;259
1559901027613381;2194901514113326;0;26874;18640;2846;85244;8343;98464;15360;1307;75;18;248;17;3
1559901027613381;2194674577469353;0;32235;14053;25;291766;37470;189009;12781;1007;258;34;53;42;33
1559901027613381;2194705750799569;31577;38617;40114;9901;385468;60395;282211;11915;2313;159;25;172;31;18
1559901027613381;2194533617483449;102571;61973;78855;22090;696538;268650;203104;12408;16471;929;102;31;29;748
1559901027613381;2193969030873241;23760;18140;22067;3544;259705;17814;187359;7405;2157;238;60;10;2;0
1559901027613381;2193901867546624;20389;22353;20677;3631;229416;29836;141205;9318;865;15;29;8;4;766
1559901027613381;2193852530884891;0;60996;25563;3285;315121;231997;250076;7117;1674;37;20;8;785;1882
1559901027613381;2193780360892108;0;66607;30138;4922;395543;319834;296862;5337;1528;22;26;5;1108;2227
1559901027613381;2193654340904710;49759;43022;55039;15838;469176;153914;294330;21667;2645;58;45;12;238;694
1559901027613381;2193415050928639;16155;37144;32964;11182;287761;87552;199843;17747;1620;27;19;2;84;132
1559901027613381;2193164194287058;113499;35093;67863;19254;701818;92812;208533;8282;8128;234;41;43;22;875
1559901027613381;2192796714323806;8040;32236;25230;5545;178127;18164;196620;12508;223;17;2;48;135;13
1559901027613381;2192410674362410;100330;196390;146249;26813;1258811;1105319;453390;15498;6759;159;281;90;3068;807
1559901027613381;2192254897711321;67350;48937;68805;19223;648442;105294;342341;12938;5576;534;135;57;5;3
1559901027613381;2191625111107633;30427;34120;38171;7087;337420;72807;196643;9490;2363;299;29;12;4;469
1559901027613381;2191554187781392;0;43310;23642;8440;262855;70295;276391;15115;470;23;21;14;187;64
1559901027613381;2191422377794573;14112;28119;21039;5179;194784;29020;168956;9068;415;16;81;5;3;194
1559901027613381;2190425807894230;12017;80378;49519;18292;425491;157238;261902;15202;2466;65;71;90;57;42
1559901027613381;2190343424569135;119693;404245;281814;130696;2099101;2488291;360620;14557;50970;3498;425;189;597;6788
1559901027613381;2188821761387968;45867;24680;38067;7740;381290;49258;184722;10146;1292;21;17;4;248;276
1559901027613381;2188425034760974;0;51535;29480;355;183655;21286;191084;17680;665;116;66;13;14;8
1559901027613381;2187862491483895;0;27772;15729;1905;128685;4819;127363;9298;404;78;1;3;0;1
1559901027613381;2187445824858895;331622;368321;328915;62146;2043636;1140181;390451;11337;62003;3391;237;106;170;4078
1559901027613381;2187067701563374;0;23272;13030;2210;135950;6004;138839;10303;238;23;4;11;4;5
1559901027613381;2186901878246623;0;43364;21806;5286;180891;34088;190409;9385;881;21;23;99;77;128
1559901027613381;2186823378254473;0;17763;6637;1018;114205;9182;121819;5635;167;6;14;1;3;58
1559901027613381;2186732644930213;0;45913;22033;1244;237149;88272;205544;18679;1873;418;63;4;2;2
1559901027613381;2186319608304850;0;15160;5388;199;81668;6654;94394;8839;247;26;1;2;2;1
1559901027613381;2185869798349831;0;30584;17751;5103;176359;9033;170180;12946;482;55;7;61;15;1
1559901027613381;2185818181688326;0;7578;4739;461;53291;856;58100;7197;56;2;0;1;3;15
1559901027613381;2185767185026759;64248;47890;57653;14693;325392;80030;255121;9861;2985;267;37;58;86;208
1559901027613381;2185656501704494;169706;172614;170619;20767;915579;669878;509513;17465;16502;3653;75;159;94;791
1559901027613381;2185619321708212;39780;69440;66933;20509;594348;212274;312692;10450;4456;318;382;82;6;8
1559901027613381;2185438305059647;61781;55414;71229;36749;453272;114202;197977;27750;1822;31;34;14;136;128
1559901027613381;2185337255069752;16224;67114;41590;7594;335011;160756;170313;16347;3757;226;57;47;47;314
1559901027613381;2184763428460468;55280;50216;55676;12154;421218;73625;343426;10855;845;22;16;27;68;7
1559901027613381;2184627301807414;38771;78114;50781;7063;413153;248043;195444;17076;2932;67;48;23;322;638
1559901027613381;2184568488479962;8760;65249;33025;8830;317294;184799;219071;7681;1901;26;26;6;697;1565
1559901027613381;2184518015151676;10706;30586;20797;6021;142454;8937;125844;12172;256;16;38;22;4;3
1559901027613381;687523431598946;0;34246;22018;7750;180712;16653;191949;11180;697;38;6;6;11;51
1559901027613381;2184146718522139;0;24890;10963;2468;175735;54782;144906;6131;1435;238;21;1;0;4
1559901027613381;2183888998547911;0;16370;6428;984;72780;7715;74758;6976;145;11;10;1;1;0
1559901027613381;2183821288554682;11565;40403;27626;8776;263780;79015;184511;11103;1133;19;189;47;159;287
1559901027613381;2183756798561131;0;29632;13054;2027;128438;23188;129122;7412;708;63;5;4;9;48
1559901027613381;2183692255234252;0;22587;15733;1388;71154;480;81747;14347;96;3;1;3;6;1
1559901027613381;2183634298573381;7764;15444;11004;1986;127865;11327;115571;7639;432;25;2;5;2;25
1559901027613381;2183566218580189;33468;127509;118148;23400;366130;126000;292493;20118;1938;302;88;964;110;74
1559901027613381;2183512281918916;146981;112089;143822;54179;836256;337843;333767;12037;8801;972;252;133;24;26
1559901027613381;2183458115257666;0;20836;10063;2461;121854;12668;124325;6451;462;42;15;1;0;0
1559901027613381;2183385971931547;0;78109;55794;22750;275704;71206;272641;18800;1478;86;25;46;273;49
1559901027613381;2183254771944667;0;6451;1992;230;52230;8486;56060;3480;112;13;2;0;1;9
1559901027613381;2183085625294915;62224;31519;37821;4466;563382;75061;223472;5616;3780;382;61;17;5;305
1559901027613381;2183030478633763;92210;66798;116660;30376;438970;95781;210969;18686;4243;93;69;139;39;232
1559901027613381;2182221598714651;64168;18071;38467;8352;249622;24352;91679;10806;983;6;6;9;17;178
1559901027613381;2182162715387206;0;32711;15895;3187;198417;50238;196953;8326;733;10;16;17;172;183
1559901027613381;2182103795393098;0;27950;11853;3066;140935;21139;140413;7344;1279;186;16;24;3;9
1559901027613381;2180977985505679;0;31833;19403;6437;173213;12490;181389;11085;406;19;24;49;0;5
1559901027613381;2180870188849792;0;52438;22758;147;168896;38285;162133;9299;1639;618;10;12;28;43
1559901027613381;2180867785516699;2661;110186;59076;329;426772;366527;226500;17642;6612;3163;48;59;52;161
1559901027613381;2180789508857860;51766;47646;42454;6003;349603;54699;191953;11170;2443;227;42;9;4;3
1559901027613381;2180740072196137;36753;32878;33136;8587;311867;41421;162959;7581;1779;161;37;6;0;0
1559901027613381;2180659952204149;0;15442;6446;837;100377;4091;108049;5237;213;23;3;3;9;0
1559901027613381;2179679825635495;0;73681;42423;11443;286674;110596;214303;10437;2929;160;58;559;69;31
1559901027613381;2179599678976843;0;18820;8007;990;86859;3839;94858;11871;152;2;10;2;0;8
1559901027613381;2179543418982469;18787;10981;15753;3065;163245;11755;77207;13879;368;12;3;3;2;57
1559901027613381;2179456255657852;14664;45487;23745;8361;323502;161557;142544;6375;2636;635;78;7;1;24
1559901027613381;2179399445663533;0;25246;11196;3366;164970;28912;152595;6270;1085;178;10;8;5;29
1559901027613381;2179058789030932;25212;36155;42501;8298;194123;6862;137005;18003;271;30;5;61;6;8
1559901027613381;2178854269051384;55280;51172;56176;12258;422467;76670;343781;10884;1621;57;25;113;48;14
1559901027613381;2178682319068579;0;37847;18543;4504;195147;18389;191210;15756;1720;49;5;7;12;160
1559901027613381;2178621139074697;190000;105165;160688;33850;1161769;270522;339730;15339;12740;1657;203;80;16;11
1559901027613381;2178569482413196;48723;45037;58651;17606;446413;56815;241864;16124;2462;116;29;214;214;15
1559901027613381;2178502662419878;0;12277;6496;642;68767;2554;72694;8486;271;19;7;0;14;136
1559901027613381;2178323629104448;0;27719;15322;2172;121259;24024;125957;9336;268;8;10;1;40;261
1559901027613381;2178286389108172;0;33502;11594;218;134984;23389;147272;9261;1528;495;12;26;10;2
1559901027613381;2178272209109590;0;16758;8732;1325;74977;5255;79971;15346;233;12;6;0;2;4
1559901027613381;2178232449113566;63442;129067;99765;25740;827343;578118;368972;6907;21362;2848;697;70;17;12
1559901027613381;2178180585785419;0;64626;44462;3777;224957;98918;171956;17584;3321;473;95;3;2;3
1559901027613381;2177739172496227;28026;14496;17294;2990;238360;30501;82723;6150;1505;195;38;1;2;2
1559901027613381;2177638619172949;0;56163;21381;233;216633;114094;174801;14862;3720;1728;41;50;23;12
1559901027613381;2177588692511275;33488;59652;49784;22176;464878;164369;219719;10253;4477;409;38;15;13;63
1559901027613381;2177513702518774;0;42551;25903;7133;151278;20995;157944;16921;453;31;13;9;117;15
1559901027613381;2177454412524703;135688;65161;110986;28830;870816;116862;279215;9602;9781;1523;173;71;15;9
1559901027613381;2177391085864369;9860;8574;7857;1089;91396;3878;65131;6983;141;7;9;3;18;102
1559901027613381;2177330212537123;81704;74600;69636;16821;753937;327127;307466;7440;11145;1355;234;32;9;8
1559901027613381;2177230405880437;24471;37415;25452;7182;286014;141595;190816;7416;1897;149;10;8;25;1332
1559901027613381;2177201119216699;0;12492;4914;33;72112;2237;81220;8182;238;49;11;3;0;2
1559901027613381;2177179389218872;206149;211384;215535;1511;1348245;839985;300162;14922;42230;13981;691;462;161;81
1559901027613381;2177131025890375;176997;36209;112684;22877;953322;52566;217570;8537;8228;708;123;50;7;9
1559901027613381;2176993275904150;0;33263;11713;88;152573;28106;157365;8925;1965;540;17;13;6;5
1559901027613381;2176971542572990;8718;19693;16086;4610;181641;40704;127054;10413;793;31;33;18;0;2
1559901027613381;2176552125948265;48930;507853;414090;145387;1757435;825519;290742;23787;8164;512;538;3910;72;81
1559901027613381;2176469275956550;0;6729;2402;249;49108;416;55215;5069;44;5;0;0;1;13
1559901027613381;2176413372628807;29683;31768;35226;11384;246377;37086;144628;11736;1451;26;5;10;78;155
1559901027613381;2176330712637073;23319;14226;19146;5769;136955;16166;85285;9898;345;5;8;7;31;286
1559901027613381;2176272429309568;0;101927;65646;16428;424267;148619;313780;23453;4841;959;111;27;63;48
1559901027613381;2176223292647815;44960;54366;50677;6833;334282;71791;228574;11756;1597;39;16;19;121;276
1559901027613381;2175893942680750;103908;61888;84043;16853;767272;81887;361541;14929;583;42;16;3;0;2
1559901027613381;2175844682685676;0;32287;11536;118;146542;22484;151204;9360;1407;572;37;31;14;7
1559901027613381;2175762842693860;61877;32377;42579;4234;573551;92582;206102;10434;3793;168;25;16;13;294
1559901027613381;2175438519392959;0;24481;14288;4503;95821;1453;101091;12111;142;5;0;18;3;3
1559901027613381;2175391099397701;0;6271;2064;328;41982;261;47435;3754;78;4;3;1;0;2
1559901027613381;2175311442739000;0;9749;4354;974;45641;400;49691;8121;64;4;1;7;0;0
1559901027613381;2175286136074864;0;40439;19238;5814;196349;52757;194818;10640;902;71;11;38;128;10
1559901027613381;2175232572746887;17289;76728;61611;18132;330009;90049;254020;18749;5833;226;17;32;17;228
1559901027613381;2175051586098319;47393;32861;41808;6343;230443;33752;217717;11906;1057;71;11;17;11;447
1559901027613381;2174865996116878;0;13092;5428;49;99718;4854;108929;7827;261;36;5;16;10;7
1559901027613381;2174765802793564;405374;723369;857974;391099;2338881;2257649;538977;36391;15200;649;322;3325;12996;725
1559901027613381;2174671652802979;127596;120709;146513;30259;780969;115569;458397;9728;5404;540;78;77;17;3
1559901027613381;2174682556135222;22056;58766;45164;13771;345530;103216;249882;10606;4532;257;30;41;62;639
1559901027613381;2174181002852044;15249;31020;26130;7414;234565;58313;138546;9944;1472;110;14;15;7;9
1559901027613381;2174130119523799;34431;6782;16841;2157;204401;4423;56956;7007;872;39;8;4;1;2
1559901027613381;2174014666202011;0;23601;13910;3769;123034;8571;120009;8393;291;8;38;19;1;81
1559901027613381;2173953062874838;88926;428524;304771;73917;2100110;1343788;955867;29838;31751;5582;504;455;70;26
1559901027613381;2173854632884681;12872;138779;95174;13375;430452;317035;226466;23652;3736;61;105;15;1244;1489
1559901027613381;2173511002919044;17503;7605;14953;2861;151382;6671;62783;17595;363;10;1;2;0;22
1559901027613381;2172647329672078;0;26421;14003;2662;124361;2933;130214;16681;208;7;3;12;7;2
1559901027613381;2172542563015888;26866;11419;15596;1816;182015;9433;80919;5832;583;126;5;9;2;0
1559901027613381;2172473536356124;0;10740;3987;235;83731;3723;90873;4857;83;2;0;0;2;17
1559901027613381;2171749206428557;0;16970;7890;1110;109350;2661;105418;7287;152;18;5;3;0;0
1559901027613381;2171589703111174;0;23557;11776;1720;112106;2629;116439;11500;154;12;1;5;5;49
1559901027613381;2171507409786070;6229;20141;13901;3678;131264;7472;129846;6395;172;4;25;2;61;3
1559901027613381;2171428329793978;33196;62134;76064;16910;247453;11398;202699;20677;447;24;21;150;6;1
1559901027613381;2171329979803813;13899;102463;47034;18475;454749;277718;243952;6996;5677;1635;141;19;3;8
1559901027613381;2171226623147482;0;3319;1899;603;19724;175;22871;14864;48;1;0;0;1;3
1559901027613381;2171166583153486;51586;25288;34970;6514;455378;29956;141895;7328;2089;99;15;2;7;115
1559901027613381;2170713789865432;9841;30027;24594;6828;143215;30662;115575;11077;272;26;22;27;32;4
1559901027613381;2170595453210599;8535;53154;33979;7233;199436;39308;183793;11107;602;9;17;7;349;483
1559901027613381;2170538239882987;0;19602;10433;2672;114892;4780;114819;8162;260;15;3;12;1;1
1559901027613381;2170442353225909;19393;6855;14260;5103;106624;4070;80366;6858;477;9;3;1;56;101
1559901027613381;2170267426576735;26965;13795;21994;2655;212063;33481;139953;9637;815;13;37;22;49;139
1559901027613381;2170180569918754;0;25284;12751;4183;130653;9020;141247;10561;318;11;15;75;0;5
1559901027613381;2170105506592927;33536;60291;45597;7237;408067;161619;256868;12136;1624;46;45;40;1375;222
1559901027613381;2170023989934412;29134;39918;29685;7327;296094;91170;162864;6926;3028;76;49;13;46;249
1559901027613381;2169531049983706;0;4051;1325;65;40583;341;44068;4066;25;3;1;0;0;0
1559901027613381;2169452499991561;10421;23375;20886;6913;125266;7791;103476;9878;401;14;39;9;1;1
1559901027613381;2169391129997698;10845;18458;21989;8282;89110;1503;73938;14938;97;4;3;15;50;8
1559901027613381;292353214658655;0;3493;982;134;43919;358;49099;2471;46;1;0;0;0;0
1559901027613381;2169273533342791;211493;3427066;2642015;1094870;7004219;11696579;660332;30805;71990;2702;5249;4689;63402;6554
1559901027613381;2169220003348144;32823;47190;42895;11734;262550;52205;149932;12229;1663;179;26;5;2;3
1559901027613381;2169165720020239;0;8364;4137;1043;51844;1920;55448;5563;96;9;0;2;1;0
1559901027613381;2169098086693669;82755;183916;139823;21983;1053188;907356;377013;10856;6549;210;95;60;3139;7231
1559901027613381;2169001510036660;54577;19537;37719;10584;320853;31713;129288;7697;1554;95;18;12;4;2
1559901027613381;2168885220048289;20513;80722;48966;18842;317451;61308;293228;18923;309;10;23;1;8;36
1559901027613381;2168558846747593;0;1238;464;80;9477;43;10904;6526;11;0;2;0;0;0
1559901027613381;2168245333445611;4718;6567;5016;932;70209;3006;51609;7401;149;10;9;11;50;14
1559901027613381;2168174343452710;51018;57532;60048;17588;356138;25776;228153;14513;2215;139;18;414;176;4
1559901027613381;2168059950130816;20051;20606;27523;11867;154963;4874;111123;13593;258;12;24;31;0;2
1559901027613381;2168005040136307;21661;31303;35874;13869;187050;13882;153592;15978;599;35;23;167;149;33
1559901027613381;2167894796813998;0;17706;6492;23;86701;6524;93216;12039;327;87;2;6;1;1
1559901027613381;2167820683488076;0;21310;7121;56;78531;3586;84012;11368;303;52;7;0;0;2
1559901027613381;2167724930164318;149376;462210;351705;110797;1629625;1354148;423725;13821;37846;3997;1755;242;26;28
1559901027613381;2167325196870958;1930;4398;3545;650;42162;589;43193;4418;60;5;2;9;0;0
1559901027613381;2167284773541667;0;14728;7224;2015;81717;685;91680;8134;95;3;2;38;7;0
1559901027613381;2167233363546808;9205;8837;11185;3950;64126;1619;55323;15339;108;1;1;13;0;0
1559901027613381;2167187420218069;0;8316;3363;887;45451;2296;48951;7423;64;2;2;24;8;0
1559901027613381;2167120160224795;8461;16131;10056;1774;140356;18226;85583;7094;828;62;12;4;0;0
1559901027613381;2167015513568593;195033;112622;152273;30140;1021862;239038;335225;22536;8306;775;126;303;19;9
1559901027613381;2166873770249434;0;6563;2599;26;45529;1271;53581;7994;124;7;4;1;0;1
1559901027613381;2166855750251236;65720;53822;50293;7146;336567;100650;202723;7595;4313;940;148;10;3;14
1559901027613381;2166775563592588;9606;40434;32870;8469;193182;37745;144811;25374;864;36;114;10;7;3
1559901027613381;2166331670303644;18652;42847;39039;15586;282217;47455;199599;9777;1345;50;144;387;44;31
1559901027613381;2166292573640887;6834;16475;13473;3979;80585;1878;75277;11356;107;5;8;11;14;3
1559901027613381;2166251560311655;45431;34140;37047;7397;370611;95500;187810;7585;1947;61;24;13;547;1557
1559901027613381;2166209856982492;30499;33606;36701;8867;278752;26484;157718;11744;1657;136;7;29;8;1
1559901027613381;2166155400321271;159763;292258;365889;145517;909944;303957;474370;30655;4111;197;310;1286;391;192
1559901027613381;2166069756996502;27767;16099;24194;9478;258038;6057;115095;7752;1201;49;5;18;11;2
1559901027613381;2165950617008416;0;21022;9170;19;116916;14817;125930;28785;473;109;31;63;111;18
1559901027613381;2165945930342218;11287;27401;23856;5276;152112;10452;139283;19577;504;22;26;8;2;7
1559901027613381;2165892080347603;0;6025;2430;1333;42177;776;48996;5623;82;3;1;5;1;1
1559901027613381;2165901057013372;42076;18121;25160;2221;249913;16011;156636;9496;1782;203;24;4;1;16
1559901027613381;2165818493688295;0;6476;2814;24;62639;1026;73742;11091;99;16;0;7;0;0
1559901027613381;2165756697027808;0;29577;14398;238;140654;10152;150100;19873;505;95;37;109;126;23
1559901027613381;2165740860362725;25749;16886;17403;3339;145282;35984;114853;7883;951;12;13;10;211;386
1559901027613381;2165694430367368;0;21638;10777;2497;113964;14649;140179;7346;90;1;2;0;2;0
1559901027613381;2165592500377561;0;18069;8230;2446;119205;13935;132128;6636;698;98;14;2;1;7
1559901027613381;2165528917050586;70319;61291;80487;19053;423526;85708;256572;23824;3812;589;35;256;37;14
1559901027613381;2165077367095741;137232;66764;80506;80;541598;210236;309793;15211;7857;2376;73;59;37;37
1559901027613381;2165060553764089;0;18014;6425;1605;109228;23387;107432;5451;851;79;2;1;1;12
1559901027613381;2165031713766973;0;79437;36065;18967;369972;153858;283878;11815;3792;349;53;24;14;211
1559901027613381;2164996600437151;222373;41255;102741;34246;1117965;56209;186227;5420;3094;249;35;39;379;36
1559901027613381;2164933697110108;0;43006;20650;4848;205317;58937;183597;9026;2603;495;16;13;4;74
1559901027613381;2164821397121338;61601;58893;45372;8073;918847;118391;298368;6081;2094;247;13;17;5;89
1559901027613381;2164774763792668;0;7597;2491;370;48144;1541;53593;5545;77;5;0;2;1;0
1559901027613381;2164673333802811;0;37011;13292;42;165838;53159;158357;15725;2149;876;20;13;15;37
1559901027613381;2164606767142801;0;45456;26073;5310;245167;78788;214174;20346;1761;97;9;8;23;143
1559901027613381;2164528173817327;27607;10069;15041;1393;172163;5182;79421;4600;472;44;11;3;0;0
1559901027613381;2163989690537842;0;21637;10777;2497;113964;14647;140179;7346;118;4;2;1;3;0
1559901027613381;2163724163897728;2044860;758378;1179799;42857;18467518;3609463;1311156;12295;10888;1202;138;58;98;1200
1559901027613381;2163639947239483;25086;63546;44831;7774;306064;106046;199058;10174;3787;359;130;11;6;7
1559901027613381;2163568347246643;0;25519;11141;2995;160476;18423;160346;8926;801;33;11;8;11;35
1559901027613381;2163499113920233;5281;21180;14268;2441;113832;8374;105345;14795;390;16;0;5;7;33
1559901027613381;2163463367257141;54745;100943;78940;13873;503823;228591;303124;30456;2783;48;86;28;300;26
1559901027613381;2162943803975764;13218;51269;40816;18601;239179;22670;243680;16289;750;29;14;216;127;5
1559901027613381;2162873983982746;23989;24535;24091;7002;234423;27301;193914;8285;807;29;32;17;128;157
1559901027613381;2162789380657873;18171;12857;15253;4672;143445;4228;90270;7205;551;17;6;4;22;1
1559901027613381;2162690594001085;0;12342;4476;1060;86965;6455;94322;5502;162;6;1;1;0;10
